真实新增经度,真实新增纬度,到最近推荐点km
113.164845,23.463808,1.818
113.16329,23.418282,6.664
113.149816,23.476892,0.207
113.069692,23.381318,4.288
113.278818,23.266259,1.689
113.295119,23.148416,13.912
113.38083,23.012789,8.309
113.311735,23.142848,14.993
113.386642,22.980929,9.119
113.642002,23.281569,2.984
113.271139,23.092207,10.585
113.265538,23.362453,9.086
113.53093,23.594457,6.634
113.354179,23.186748,10.158
113.409409,23.649277,0.104
113.421561,22.82939,2.871
113.3116,23.428363,3.987
113.326937,23.140898,15.678
113.588352,23.194086,8.725
113.619478,23.228506,6.482
113.089311,23.299259,0.598
113.340595,22.971163,9.19
113.391057,22.938128,8.373
113.348966,23.255208,7.78
113.27531,22.988208,2.287
113.36297,22.978902,11.184
113.402931,23.389577,1.32
113.425903,23.389689,1.081
113.261337,23.210807,6.578
113.384551,23.371073,3.651
113.338217,23.429395,3.158
113.605137,22.771305,7.204
113.823441,23.231765,2.056
113.37128,23.42018,1.421
113.187985,23.153052,15.079
113.382268,23.00663,8.321
113.811638,23.277665,5.165
113.256229,23.196574,8.187
113.317033,23.12047,14.986
113.466037,22.965608,6.81
113.3834,22.933266,8.115
113.798883,23.19381,2.549
113.327679,23.008354,7.454
113.287133,23.119892,13.922
113.540437,23.319548,3.285
113.088514,23.343563,3.646
113.294848,23.131915,15.411
113.367478,23.421839,1.721
113.288041,23.124622,14.455
113.677213,23.278571,4.816
113.229329,23.070669,8.512
113.404409,23.193876,6.215
113.52687,23.095508,2.367
113.432791,22.951505,8.828
113.247327,23.12732,14.397
113.387796,22.808487,1.422
113.600615,23.538842,11.131
113.217896,23.12537,14.674
113.339892,22.837395,4.755
113.679998,23.636007,2.856
113.393405,23.378131,2.488
113.167587,23.480018,0.457
113.167307,23.479715,0.431
113.151274,23.469075,1.088
113.597824,23.313619,0.289
113.596923,23.314951,0.219
113.33211,23.030441,8.607
113.351931,22.927529,8.221
113.63273,23.125452,7.186
113.370834,23.068728,10.167
113.44889,23.257454,0.48
113.346157,23.033855,10.075
113.6097,22.670051,2.239
113.229173,23.373441,7.787
113.210201,23.478041,2.981
113.150493,23.471023,0.862
113.196183,23.485617,1.664
113.172591,23.448047,3.492
113.143346,23.477078,0.634
113.160676,23.476845,0.363
113.781638,23.422861,1.98
113.630614,23.35559,0.522
113.507607,23.162128,3.288
113.359784,23.144058,13.31
113.257227,23.3975,8.599
113.723916,23.202343,0.746
113.325291,23.437461,2.549
113.3139,23.025819,6.707
113.908743,23.767904,5.904
113.82204,23.294404,7.051
113.251443,23.13402,15.123
113.362372,22.856315,4.581
113.409694,23.67865,0.066
113.464479,23.316357,5.114
113.303057,23.558142,0.098
113.508745,22.714625,0.739
113.379154,23.431757,0.814
113.711402,23.191858,0.201
113.355818,23.37828,6.005
113.283056,23.017731,3.551
113.609378,22.77008,7.166
113.511859,22.831993,3.186
113.173054,23.425803,5.966
113.377816,22.96018,11.119
113.875066,23.22572,0.688
113.325501,23.123786,15.696
113.516963,22.800862,1.305
113.399855,23.169618,8.868
113.362543,22.973586,11.27
113.187304,23.148827,15.521
113.292306,23.219179,6.401
113.587295,23.105066,4.277
113.518929,22.769361,1.959
113.734884,23.769334,2.677
113.228825,23.399894,9.497
113.488962,22.739357,0.303
113.708542,23.700156,3.844
113.414126,23.454979,0.328
113.050464,23.294216,1.9
113.096399,23.316683,0.934
113.377302,23.09905,11.21
113.409428,23.074135,6.92
113.283144,23.157352,12.692
113.41344,23.621734,0.903
113.370024,23.42219,1.461
113.440434,22.792838,3.345
113.884747,23.40744,2.477
113.561848,22.803378,4.158
113.328737,22.938398,8.292
113.345345,22.985379,9.283
113.53345,22.726188,1.751
113.544232,23.294025,0.568
113.390585,23.197521,6.649
113.380522,22.781592,4.424
113.308202,23.161046,12.969
113.229421,23.198731,8.622
113.239789,23.445204,4.93
113.239789,23.445204,4.93
113.217868,23.125482,14.687
113.178007,23.466334,1.554
113.373743,22.782765,4.433
113.600615,23.538842,11.131
113.235829,23.465851,4.296
113.235845,23.465924,4.291
113.451959,23.097215,6.726
113.29279,23.105193,12.501
113.486511,23.444291,1.753
113.568203,23.557297,10.2
113.380368,22.783889,4.173
113.420667,23.174263,6.94
113.437655,23.110178,8.498
113.449225,23.108229,7.982
113.571589,23.558578,10.565
113.422402,22.864045,0.164
113.522234,22.781165,0.641
113.459095,23.100216,6.96
113.771468,23.746001,3.999
113.607728,23.12691,7.302
113.181464,23.424026,6.227
113.771876,23.745853,4.027
113.59893,23.555308,12.085
113.567558,23.561679,10.236
113.272243,23.444384,3.176
113.773359,23.746491,4.007
113.340834,23.102275,14.495
113.342055,22.915668,6.562
113.183565,23.070899,10.958
113.3437,22.939499,8.953
113.377302,23.09905,11.21
113.227642,23.081511,9.712
113.424125,23.62238,0.967
113.37542,23.630934,3.617
113.767194,23.488471,6.814
113.480311,23.619132,2.332
113.370707,23.420038,1.48
113.420131,23.406364,0.254
113.23728,23.132478,15.063
113.24518,23.054903,6.41
113.601018,22.771931,7.207
113.224875,23.199711,8.718
113.407048,23.172827,8.193
113.36572,23.370885,5.412
113.355818,23.37828,6.005
113.254285,23.083999,9.555
113.444896,23.620604,1.163
113.366251,22.961301,11.673
114.002366,23.810361,4.548
113.203296,23.392158,9.187
113.211811,23.389046,8.941
113.347268,22.989867,9.416
113.287273,23.138991,14.776
113.654768,23.224374,6.096
113.204188,23.116217,14.155
113.397658,22.943028,8.751
113.546761,22.795819,2.398
113.53047,23.06765,3.084
113.584841,22.760695,5.945
113.23287,23.502849,4.227
113.352968,23.168979,11.581
113.585104,22.760572,5.929
